artifact_class,original_path,baseline_path,release_path,included,reason,source_sha256,release_sha256,transformation_applied
tests,tests/test_run_equilibrate.py,snapshot/tests/test_run_equilibrate.py,tests/test_run_equilibrate.py,true,approved manuscript-release artifact,daf7e663614efeae585737e8f679692cf051b3e9dedf3a9e9f5a00a571cf1781,daf7e663614efeae585737e8f679692cf051b3e9dedf3a9e9f5a00a571cf1781,copied unchanged
tests,tests/test_run_initial.py,snapshot/tests/test_run_initial.py,tests/test_run_initial.py,true,approved manuscript-release artifact,050f1d1af6d34abdd79f983e18d7bc06b5ed2669e675f42805d7bcbe95a64a13,050f1d1af6d34abdd79f983e18d7bc06b5ed2669e675f42805d7bcbe95a64a13,copied unchanged
tests,tests/test_start_next_rh.py,snapshot/tests/test_start_next_rh.py,tests/test_start_next_rh.py,true,approved manuscript-release artifact,088091b01890a16e55f683a0405840fce2158b8d9893167dbd66c10b82dddd8f,0a06204ca3d4df02e785ae5bb470328b36dd13d828269eda5a291ed2b4b7911f,transformed
tests,tests/test_workflow_report.py,snapshot/tests/test_workflow_report.py,tests/test_workflow_report.py,true,approved manuscript-release artifact,dab0b69d86d8b6c2231f3b1e3b51514281ab7f81d3a2eaf2f8d99ff8bf787aaf,dab0b69d86d8b6c2231f3b1e3b51514281ab7f81d3a2eaf2f8d99ff8bf787aaf,copied unchanged
campaign definition,case.Mt_Na_LC030_N12.yaml,snapshot/case.Mt_Na_LC030_N12.yaml,campaigns/montmorillonite_desorption/cases/case.Mt_Na_LC030_N12.yaml,true,approved manuscript-release artifact,706a51a9a5f1cb38ccc9878813ea5db067f6dc27eea3d58304594d39929130cc,9189c6dd4b0642d3152ea7ca076d7c28493e5ca014db324c62fbbd73cd5fa764,transformed
campaign definition,case.Mt_Na_LC040_N16.yaml,snapshot/case.Mt_Na_LC040_N16.yaml,campaigns/montmorillonite_desorption/cases/case.Mt_Na_LC040_N16.yaml,true,approved manuscript-release artifact,2d456b79a4e800b91251aff30c10f8d406aa061c2299e6adb39c47b684f5fa46,f1b7879c55f7e2c45308f92ab3313e21594322155923dcdfc7b9ac36fe7d3705,transformed
campaign definition,case.Mt_Na_LC050_N20.yaml,snapshot/case.Mt_Na_LC050_N20.yaml,campaigns/montmorillonite_desorption/cases/case.Mt_Na_LC050_N20.yaml,true,approved manuscript-release artifact,e835d9795aee1cb5985a4035257a765f01e36354512686c90b23bed912b0d061,aa1a8e5f2b25bd6b29a24f9c81b1ce2cd064a7852220c28d23e641f564325388,transformed
campaign definition,case.Mt_K_LC040_N16.yaml,snapshot/case.Mt_K_LC040_N16.yaml,campaigns/montmorillonite_desorption/cases/case.Mt_K_LC040_N16.yaml,true,approved manuscript-release artifact,04a33c5109abc16287c022e57de965743fdc569c9a55de8efa6f2fb7389b3008,12781c0f7dc7d1b0f39cf35272272e885c4f0b3b875abb703e3c9eaad293d2f4,transformed
campaign definition,case.Mt_Ca_LC040_N8.yaml,snapshot/case.Mt_Ca_LC040_N8.yaml,campaigns/montmorillonite_desorption/cases/case.Mt_Ca_LC040_N8.yaml,true,approved manuscript-release artifact,b382d95abb3fdd2436b91375893c00c0621ec9d4ae7ab17c3a28f81da66e7abd,128377438bf68698cf338e321ae6a98c607bebedef8931e86308e7c70f5cbac5,transformed
campaign definition,examples/campaigns/paper_rh_water_uptake_campaign.yaml,snapshot/examples/campaigns/paper_rh_water_uptake_campaign.yaml,campaigns/montmorillonite_desorption/campaign.yaml,true,approved manuscript-release artifact,0e794b54409a8de10edd4ea06625d68423a0a9a6443074d814659a1ec0508bfb,ab15e547785d58e3fda8d580657f9d0e7901bb4ead6a0d0e54b75e39774aad2c,transformed
release metadata,examples/campaigns/paper_rh_water_uptake_campaign.plan.json,snapshot/examples/campaigns/paper_rh_water_uptake_campaign.plan.json,data/operational_summary/paper_rh_water_uptake_campaign.plan.public.json,true,approved manuscript-release artifact,18f0cd54cb81dd715152a0d20dc39fed534ed38a90f7e7723ed62bd376077058,18f0cd54cb81dd715152a0d20dc39fed534ed38a90f7e7723ed62bd376077058,transformed
release metadata,examples/campaigns/paper_rh_water_uptake_campaign.plan.md,snapshot/examples/campaigns/paper_rh_water_uptake_campaign.plan.md,data/operational_summary/paper_rh_water_uptake_campaign.plan.public.md,true,approved manuscript-release artifact,dbcb3140de8424a29325cd7cc1dc91cad377e3f6ac0838c4ee95242be47a9bf0,dbcb3140de8424a29325cd7cc1dc91cad377e3f6ac0838c4ee95242be47a9bf0,transformed
release metadata,examples/campaigns/paper_rh_water_uptake_campaign.state.json,snapshot/examples/campaigns/paper_rh_water_uptake_campaign.state.json,data/operational_summary/paper_rh_water_uptake_campaign.state.public.json,true,approved manuscript-release artifact,f07da8efcdcff4b9a8c0cad0d86b6f31eb2c577ca400e136cbe708fa3cacbc04,bc72a8f9792af0fc8e374f46a405f035cba04d0da48ac58534bf637e409046d5,transformed
authoritative result,paper_artifacts/final_campaign/authoritative_manifest.csv,snapshot/paper_artifacts/final_campaign/authoritative_manifest.csv,data/authoritative_results/authoritative_manifest.public.csv,true,approved manuscript-release artifact,232c502af201f2ec650b4de5e2863b1078394d56c538793dc0eb940c01d8fff0,ef31c3488816788506936f0001e7df09f960504e5423aab9aa370f46e70292ec,transformed
authoritative result,paper_artifacts/final_campaign/authoritative_manifest.json,snapshot/paper_artifacts/final_campaign/authoritative_manifest.json,data/authoritative_results/authoritative_manifest.public.json,true,approved manuscript-release artifact,88f5b51ef33b7a279d91cf50b9ee55ee651cc18fd01430185fe195350683bbc5,88f5b51ef33b7a279d91cf50b9ee55ee651cc18fd01430185fe195350683bbc5,transformed
authoritative result,paper_artifacts/final_campaign/data_quality_report.md,snapshot/paper_artifacts/final_campaign/data_quality_report.md,data/authoritative_results/data_quality_report.md,true,approved manuscript-release artifact,30f7ef1bf7ef714264f4e3a8b2f8db170fda4a23fdf115420af2922a35c7b42b,30f7ef1bf7ef714264f4e3a8b2f8db170fda4a23fdf115420af2922a35c7b42b,copied unchanged
authoritative result,paper_artifacts/final_campaign/final_all_rh_paper_results.csv,snapshot/paper_artifacts/final_campaign/final_all_rh_paper_results.csv,data/authoritative_results/final_all_rh_paper_results.csv,true,approved manuscript-release artifact,6adffd30ab128265146b3ab3c1504800ea34956b90d342b45478430f6bb04037,6adffd30ab128265146b3ab3c1504800ea34956b90d342b45478430f6bb04037,copied unchanged
authoritative result,paper_artifacts/final_campaign/final_all_rh_paper_results.md,snapshot/paper_artifacts/final_campaign/final_all_rh_paper_results.md,data/authoritative_results/final_all_rh_paper_results.md,true,approved manuscript-release artifact,37504e839f480a83922920ed3e69c7b20af2f13b7e87e6248710f373130200e7,37504e839f480a83922920ed3e69c7b20af2f13b7e87e6248710f373130200e7,copied unchanged
authoritative result,paper_artifacts/final_campaign/final_convergence_report.md,snapshot/paper_artifacts/final_campaign/final_convergence_report.md,data/authoritative_results/final_convergence_report.md,true,approved manuscript-release artifact,40eaba118acd25409a23176e5ad9473905ecc15233ff20d12bae6322ef4787b4,40eaba118acd25409a23176e5ad9473905ecc15233ff20d12bae6322ef4787b4,copied unchanged
authoritative result,paper_artifacts/final_campaign/final_rh03_rh01_production_summary.csv,snapshot/paper_artifacts/final_campaign/final_rh03_rh01_production_summary.csv,data/authoritative_results/final_rh03_rh01_production_summary.csv,true,approved manuscript-release artifact,0c42baedff95850c6fd5dd48a7ac09b092ac6b457f5063f8172ad67f52db47b6,0c42baedff95850c6fd5dd48a7ac09b092ac6b457f5063f8172ad67f52db47b6,copied unchanged
authoritative result,paper_artifacts/final_campaign/final_rh03_rh01_production_summary.md,snapshot/paper_artifacts/final_campaign/final_rh03_rh01_production_summary.md,data/authoritative_results/final_rh03_rh01_production_summary.md,true,approved manuscript-release artifact,13e2c37a8fd62c1680afdef8d24680c9eb9ae77bcce45d43ae1b3a3ccf369ddb,13e2c37a8fd62c1680afdef8d24680c9eb9ae77bcce45d43ae1b3a3ccf369ddb,copied unchanged
authoritative result,paper_artifacts/final_campaign/master_results.csv,snapshot/paper_artifacts/final_campaign/master_results.csv,data/authoritative_results/master_results.csv,true,approved manuscript-release artifact,0a4e094e3b80689de3857841e1ebcba79ad5c5d120fc01431234e06e9604bd5c,0a4e094e3b80689de3857841e1ebcba79ad5c5d120fc01431234e06e9604bd5c,copied unchanged
authoritative result,paper_artifacts/final_campaign/package_summary.json,snapshot/paper_artifacts/final_campaign/package_summary.json,data/authoritative_results/package_summary.json,true,approved manuscript-release artifact,fc3c15a1009d67ee3f80219f7d57431d8fbae9ec11e6aba71d43dec101b27b35,fc3c15a1009d67ee3f80219f7d57431d8fbae9ec11e6aba71d43dec101b27b35,copied unchanged
authoritative result,paper_artifacts/final_campaign/paper_evidence_map.md,snapshot/paper_artifacts/final_campaign/paper_evidence_map.md,data/authoritative_results/paper_evidence_map.md,true,approved manuscript-release artifact,ee16fdc22ce00e85796d0878231e13b8c680d636c3ac423b3840e21ddccc4814,ee16fdc22ce00e85796d0878231e13b8c680d636c3ac423b3840e21ddccc4814,copied unchanged
authoritative result,paper_artifacts/final_campaign/workflow_case_study/workflow_case_study.md,snapshot/paper_artifacts/final_campaign/workflow_case_study/workflow_case_study.md,data/authoritative_results/workflow_case_study/workflow_case_study.md,true,approved manuscript-release artifact,1ed74b188b70575c1c7c04042685596c515238d43ea5a5e98d062d5e0d0afbc6,1ed74b188b70575c1c7c04042685596c515238d43ea5a5e98d062d5e0d0afbc6,copied unchanged
authoritative result,paper_artifacts/final_campaign/workflow_case_study/workflow_case_timeline.csv,snapshot/paper_artifacts/final_campaign/workflow_case_study/workflow_case_timeline.csv,data/authoritative_results/workflow_case_study/workflow_case_timeline.csv,true,approved manuscript-release artifact,63f1391144b36f6bf88d2d266d43390abca3838c665a075b5e2b5069aa0a3ab5,63f1391144b36f6bf88d2d266d43390abca3838c665a075b5e2b5069aa0a3ab5,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/basal_spacing.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/basal_spacing.csv,data/figure_source_data/basal_spacing.csv,true,approved manuscript-release artifact,bec490cdfb15c040492ae4a015e1b32e451329a3756aa6a30823640a57d555d2,bec490cdfb15c040492ae4a015e1b32e451329a3756aa6a30823640a57d555d2,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/computational_effort.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/computational_effort.csv,data/figure_source_data/computational_effort.csv,true,approved manuscript-release artifact,351d43bbd19513c96a0673a85fb86447cea9624e429fc03275fb5159726836c7,351d43bbd19513c96a0673a85fb86447cea9624e429fc03275fb5159726836c7,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/external_symmetry.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/external_symmetry.csv,data/figure_source_data/external_symmetry.csv,true,approved manuscript-release artifact,12851927d9d897abea4ecec6e7d13bea1ee3bbd9bc023944494c5c4bf3c26b77,12851927d9d897abea4ecec6e7d13bea1ee3bbd9bc023944494c5c4bf3c26b77,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig3_campaign_outputs.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig3_campaign_outputs.csv,data/figure_source_data/fig3_campaign_outputs.csv,true,approved manuscript-release artifact,caf601ecc077fd3e19af82d637875c9137db516e8aad47a44e3a5e3aa0455791,caf601ecc077fd3e19af82d637875c9137db516e8aad47a44e3a5e3aa0455791,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig3_data_validation.md,snapshot/paper_artifacts/final_campaign/figure_source_data/fig3_data_validation.md,data/figure_source_data/fig3_data_validation.md,true,approved manuscript-release artifact,90f1304cba7dc19b57c23d857fc1154b17909775719a8bf5a2d49ae718ce65ce,90f1304cba7dc19b57c23d857fc1154b17909775719a8bf5a2d49ae718ce65ce,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig3_water_evolution.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig3_water_evolution.csv,data/figure_source_data/fig3_water_evolution.csv,true,approved manuscript-release artifact,30093e5883d8f1b4cc25de91c42bb4888b64bb98df4d13a3f3b4c99bad8f67a9,30093e5883d8f1b4cc25de91c42bb4888b64bb98df4d13a3f3b4c99bad8f67a9,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig4_water_partition.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig4_water_partition.csv,data/figure_source_data/fig4_water_partition.csv,true,approved manuscript-release artifact,f0b5d206e144e1bd26fc0bcca2f6a8c25a207df12f25726b11af1b368923c598,f0b5d206e144e1bd26fc0bcca2f6a8c25a207df12f25726b11af1b368923c598,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig5_basal_spacing.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig5_basal_spacing.csv,data/figure_source_data/fig5_basal_spacing.csv,true,approved manuscript-release artifact,2dd5ef1b417a897e8832a70fda8fd3757bab724c2ca19ad69dbbb6565cd78bd6,2dd5ef1b417a897e8832a70fda8fd3757bab724c2ca19ad69dbbb6565cd78bd6,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig6_cation_sampling.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig6_cation_sampling.csv,data/figure_source_data/fig6_cation_sampling.csv,true,approved manuscript-release artifact,b2fc367a7e4f789d7b0f71f56896fb92072e72641dfa0cb719aabcea802e3eb1,b2fc367a7e4f789d7b0f71f56896fb92072e72641dfa0cb719aabcea802e3eb1,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig6_cation_sampling_vs_hydration.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig6_cation_sampling_vs_hydration.csv,data/figure_source_data/fig6_cation_sampling_vs_hydration.csv,true,approved manuscript-release artifact,b2fc367a7e4f789d7b0f71f56896fb92072e72641dfa0cb719aabcea802e3eb1,b2fc367a7e4f789d7b0f71f56896fb92072e72641dfa0cb719aabcea802e3eb1,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig6_cation_trajectory.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig6_cation_trajectory.csv,data/figure_source_data/fig6_cation_trajectory.csv,true,approved manuscript-release artifact,8237deda6d4d6b9f8b7e4742a1ceae61d54e8052b0c2508fb4d7ca9e20fdffe9,8237deda6d4d6b9f8b7e4742a1ceae61d54e8052b0c2508fb4d7ca9e20fdffe9,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig7_layer_charge_sampling.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig7_layer_charge_sampling.csv,data/figure_source_data/fig7_layer_charge_sampling.csv,true,approved manuscript-release artifact,9983d6ae73f260b6f06a51e99d23e81d94bd7513af6a51da50cdf0984340c18b,9983d6ae73f260b6f06a51e99d23e81d94bd7513af6a51da50cdf0984340c18b,copied unchanged
figure/table source data,paper_artifacts/final_campaign/figure_source_data/fig7_layer_charge_sampling_vs_hydration.csv,snapshot/paper_artifacts/final_campaign/figure_source_data/fig7_layer_charge_sampling_vs_hydration.csv,data/figure_source_data/fig7_layer_charge_sampling_vs_hydration.csv,true,approved manuscript-release artifact,9983d6ae73f260b6f06a51e99d23e81d94bd7513af6a51da50cdf0984340c18b,9983d6ae73f260b6f06a51e99d23e81d94bd7513af6a51da50cdf0984340c18b,copied unchanged
